Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season
Clemon Johnson,26.0,IND,C,51.0,7.0,23.8,4.1,7.8,52.56410256410257,0.0,0.0,0.0,4.1,7.8,52.56410256410257,52.56410256410257,1.5,2.4,62.5,2.3,4.0,6.3,2.3,1.0,1.2,1.7,2.7,9.7,No Awards,1982-83
Alton Lister,24.0,MIL,PF,80.0,37.0,23.6,3.4,6.4,53.125,0.0,0.0,0.0,3.4,6.4,53.125,53.125,1.6,3.0,53.333333333333336,2.1,5.0,7.1,1.4,0.6,2.2,2.3,4.1,8.4,MVP-15,1982-83
Louis Orr,24.0,NYK,SF,82.0,14.0,20.3,3.3,7.2,45.83333333333333,0.0,0.0,0.0,3.3,7.2,45.83333333333333,45.83333333333333,1.7,2.1,80.95238095238095,1.1,1.6,2.8,1.1,0.8,0.3,1.1,1.6,8.4,No Awards,1982-83
Sam Williams,23.0,GSW,PF,75.0,28.0,20.4,3.4,6.4,53.125,0.0,0.0,0.0,3.4,6.4,53.125,53.125,1.6,2.3,69.56521739130436,2.0,3.2,5.2,0.6,0.9,1.2,1.3,3.3,8.4,No Awards,1982-83
Tom McMillen,30.0,ATL,C,61.0,4.0,22.4,3.2,7.0,45.714285714285715,0.0,0.0,0.0,3.2,6.9,46.3768115942029,45.714285714285715,1.8,2.2,81.81818181818181,0.9,2.6,3.6,1.2,0.3,0.4,1.3,2.3,8.3,No Awards,1982-83
Ronnie Lester,24.0,CHI,PG,65.0,38.0,22.1,3.1,6.9,44.927536231884055,0.0,0.1,0.0,3.1,6.8,45.58823529411765,44.927536231884055,1.9,2.6,73.07692307692307,0.7,1.9,2.6,5.1,0.8,0.1,2.1,1.9,8.1,No Awards,1982-83
Michael Cooper,26.0,LAL,SG,82.0,3.0,26.2,3.2,6.1,52.459016393442624,0.1,0.3,33.333333333333336,3.2,5.8,55.172413793103445,53.278688524590166,1.2,1.6,74.99999999999999,1.0,2.3,3.3,3.8,1.4,0.6,1.6,2.5,7.8,DPOY-3,1982-83
Mike Dunleavy,28.0,SAS,PG,79.0,9.0,20.5,2.7,6.5,41.53846153846154,0.8,2.5,32.0,1.8,4.0,45.0,47.69230769230769,1.5,1.9,78.94736842105263,0.2,1.5,1.7,5.5,0.9,0.1,2.0,2.7,7.8,No Awards,1982-83
Clint Richardson,26.0,PHI,SG,77.0,1.0,22.8,3.4,7.3,46.57534246575342,0.0,0.1,0.0,3.4,7.2,47.22222222222222,46.57534246575342,0.9,1.4,64.28571428571429,1.3,1.9,3.2,2.2,0.9,0.2,1.3,2.1,7.6,No Awards,1982-83
J.J. Anderson,22.0,UTA,SF,52.0,2.0,22.2,3.5,6.9,50.724637681159415,0.0,0.1,0.0,3.5,6.8,51.47058823529412,50.724637681159415,1.9,3.3,57.57575757575758,2.2,3.2,5.4,1.3,1.2,0.4,1.4,2.8,8.9,No Awards,1982-83
Bob Wilkerson,28.0,CLE,SF,77.0,11.0,22.1,2.8,6.6,42.42424242424242,0.0,0.1,0.0,2.8,6.6,42.42424242424242,42.42424242424242,1.2,1.6,74.99999999999999,0.8,2.3,3.1,2.5,0.9,0.2,2.1,2.0,6.7,No Awards,1982-83
Ed Sherod,23.0,NYK,PG,64.0,37.0,25.4,2.7,6.6,40.909090909090914,0.0,0.2,0.0,2.7,6.4,42.1875,40.909090909090914,0.8,1.3,61.53846153846154,0.7,1.7,2.3,4.9,1.5,0.2,1.6,1.8,6.2,No Awards,1982-83
Bill Willoughby,25.0,SAS,SF,52.0,0.0,20.4,2.6,5.7,45.614035087719294,0.1,0.3,33.333333333333336,2.5,5.4,46.29629629629629,46.49122807017543,0.8,1.0,80.0,1.2,2.5,3.7,1.1,0.5,0.3,1.1,2.4,6.1,No Awards,1982-83
Sam Lacey,34.0,CLE,C,60.0,33.0,20.5,1.9,4.4,43.18181818181818,0.0,0.2,0.0,1.8,4.3,41.86046511627907,43.18181818181818,0.5,0.6,83.33333333333334,1.0,2.8,3.9,2.0,0.5,0.4,1.6,3.5,4.2,No Awards,1982-83
Harvey Catchings,31.0,MIL,C,74.0,33.0,21.0,1.2,2.7,44.44444444444444,0.0,0.0,0.0,1.2,2.7,44.44444444444444,44.44444444444444,0.8,1.2,66.66666666666667,1.8,3.7,5.5,1.0,0.4,2.0,1.1,3.0,3.3,No Awards,1982-83
Kevin McHale,26.0,BOS,PF,82.0,10.0,31.4,7.2,12.9,55.81395348837209,0.0,0.0,0.0,7.1,12.8,55.468749999999986,55.81395348837209,4.1,5.4,75.92592592592592,2.5,4.9,7.4,1.3,0.3,1.5,1.8,3.0,18.4,"6MOY-1,AS",1983-84
John Drew,29.0,UTA,SF,81.0,4.0,22.2,6.3,13.2,47.72727272727273,0.1,0.3,33.333333333333336,6.2,12.9,48.06201550387597,48.10606060606061,5.0,6.4,78.125,1.8,2.4,4.2,1.7,1.1,0.0,2.4,2.6,17.7,6MOY-2,1983-84
Junior Bridgeman,30.0,MIL,SF,81.0,10.0,30.0,6.3,13.5,46.666666666666664,0.1,0.4,25.0,6.2,13.1,47.32824427480916,47.03703703703703,2.4,3.0,80.0,1.0,3.1,4.1,3.3,0.7,0.2,1.8,2.8,15.1,No Awards,1983-84
Mike Woodson,25.0,KCK,SG,71.0,12.0,25.9,5.5,11.5,47.82608695652174,0.0,0.1,0.0,5.5,11.4,48.24561403508772,47.82608695652174,3.5,4.3,81.3953488372093,0.9,1.6,2.5,2.5,1.2,0.4,1.6,2.5,14.5,No Awards,1983-84
Robert Reid,28.0,HOU,SF,64.0,28.0,30.3,6.3,13.4,47.014925373134325,0.0,0.1,0.0,6.3,13.3,47.368421052631575,47.014925373134325,1.3,1.9,68.42105263157895,1.5,3.8,5.3,3.4,1.4,0.5,1.4,3.8,14.0,No Awards,1983-84
Mickey Johnson,31.0,GSW,PF,78.0,25.0,27.2,4.6,10.9,42.20183486238532,0.1,0.4,25.0,4.5,10.6,42.45283018867924,42.66055045871559,4.3,5.5,78.18181818181817,2.5,4.1,6.6,2.8,1.3,0.4,2.8,3.7,13.6,No Awards,1983-84
Bob McAdoo,32.0,LAL,C,70.0,0.0,20.8,5.0,10.7,46.728971962616825,0.0,0.1,0.0,5.0,10.6,47.16981132075472,46.728971962616825,3.0,3.8,78.94736842105263,1.2,3.0,4.1,1.1,0.6,0.7,1.8,2.6,13.1,No Awards,1983-84
George Johnson,27.0,IND,SF,81.0,20.0,25.6,5.1,10.9,46.78899082568807,0.1,0.6,16.666666666666668,4.9,10.3,47.57281553398058,47.24770642201834,2.8,3.3,84.84848484848484,1.7,4.0,5.7,2.4,1.0,0.6,2.3,3.2,13.0,No Awards,1983-84
Vinnie Johnson,27.0,DET,SG,82.0,0.0,23.3,5.2,11.0,47.27272727272727,0.0,0.2,0.0,5.1,10.8,47.222222222222214,47.27272727272727,2.5,3.4,73.52941176470588,1.6,1.3,2.9,3.3,0.5,0.2,1.6,2.4,13.0,No Awards,1983-84
Billy Knight,31.0,KCK,SF,75.0,39.0,25.1,4.8,9.7,49.48453608247423,0.1,0.2,50.0,4.7,9.5,49.47368421052632,50.0,3.2,3.8,84.21052631578948,1.2,2.2,3.4,2.1,0.7,0.1,2.1,1.6,12.8,No Awards,1983-84
Mitchell Wiggins,24.0,CHI,SG,82.0,40.0,25.9,4.9,10.9,44.95412844036697,0.1,0.4,25.0,4.8,10.5,45.714285714285715,45.412844036697244,2.6,3.5,74.28571428571429,1.7,2.3,4.0,2.3,1.3,0.1,1.7,3.4,12.4,No Awards,1983-84
Reggie Theus,26.0,2TM,PG,61.0,35.0,24.6,4.3,10.2,42.15686274509804,0.1,0.7,14.285714285714288,4.2,9.6,43.75000000000001,42.64705882352941,3.5,4.6,76.08695652173914,0.8,1.3,2.1,5.8,0.8,0.2,2.6,2.8,12.2,No Awards,1983-84
Jeff Malone,22.0,WSB,SG,81.0,2.0,24.4,5.0,11.3,44.24778761061947,0.3,0.9,33.33333333333333,4.7,10.4,45.19230769230769,45.57522123893805,1.8,2.1,85.71428571428571,0.7,1.2,1.9,1.9,0.3,0.2,1.4,2.0,12.1,No Awards,1983-84
Allen Leavell,26.0,HOU,PG,82.0,27.0,24.5,4.3,8.9,48.31460674157303,0.1,0.9,11.111111111111112,4.1,8.0,51.24999999999999,48.876404494382015,2.9,3.5,82.85714285714285,0.4,1.0,1.4,5.6,1.3,0.1,2.2,2.4,11.5,No Awards,1983-84
Greg Kelser,26.0,SDC,SF,80.0,21.0,22.3,3.9,7.5,52.0,0.0,0.1,0.0,3.9,7.5,52.0,52.0,3.1,4.5,68.88888888888889,2.4,2.5,4.9,1.1,0.9,0.4,2.4,3.1,11.0,No Awards,1983-84
Jay Vincent,24.0,DAL,SF,61.0,5.0,23.3,4.1,9.5,43.1578947368421,0.0,0.0,0.0,4.1,9.5,43.1578947368421,43.1578947368421,2.8,3.5,80.0,1.3,2.7,4.0,1.9,0.5,0.2,1.9,2.6,11.0,No Awards,1983-84
John Lucas,30.0,SAS,PG,63.0,39.0,28.7,4.4,9.4,46.808510638297875,0.3,1.1,27.27272727272727,4.1,8.3,49.39759036144578,48.404255319148945,1.9,2.5,76.0,0.4,2.5,2.9,10.7,1.5,0.1,2.3,2.0,10.9,No Awards,1983-84
Phil Hubbard,27.0,CLE,SF,80.0,6.0,22.5,4.0,7.9,50.632911392405056,0.0,0.0,0.0,4.0,7.8,51.28205128205129,50.632911392405056,2.8,3.7,75.67567567567566,2.2,2.6,4.8,1.1,0.9,0.1,1.4,3.1,10.8,6MOY-3,1983-84
Rodney McCray,22.0,HOU,SF,79.0,36.0,26.3,4.2,8.5,49.411764705882355,0.0,0.1,0.0,4.2,8.5,49.411764705882355,49.411764705882355,2.3,3.2,71.87499999999999,2.2,3.5,5.7,2.2,0.7,0.7,1.5,2.6,10.8,No Awards,1983-84
LaSalle Thompson,22.0,KCK,C,80.0,38.0,23.9,4.2,8.0,52.5,0.0,0.0,0.0,4.2,8.0,52.5,52.5,2.0,2.8,71.42857142857143,3.3,5.6,8.9,1.1,0.9,1.8,2.1,4.1,10.3,No Awards,1983-84
Edgar Jones,27.0,SAS,PF,81.0,33.0,21.9,4.0,8.0,50.0,0.1,0.2,50.0,3.9,7.7,50.649350649350644,50.625,2.2,3.0,73.33333333333334,1.8,3.8,5.5,1.0,0.8,1.3,1.5,3.7,10.2,No Awards,1983-84
Wayne Cooper,27.0,POR,C,81.0,38.0,20.5,3.8,8.2,46.34146341463415,0.0,0.1,0.0,3.8,8.1,46.913580246913575,46.34146341463415,2.3,2.8,82.14285714285714,2.2,3.7,5.9,0.9,0.3,1.3,1.4,3.0,9.8,No Awards,1983-84
Derek Smith,22.0,SDC,SG,61.0,20.0,21.3,3.9,7.1,54.929577464788736,0.0,0.1,0.0,3.9,7.0,55.714285714285715,54.929577464788736,2.0,2.7,74.07407407407408,0.9,1.9,2.8,1.3,0.5,0.4,1.3,2.7,9.8,No Awards,1983-84
Fat Lever,23.0,POR,PG,81.0,22.0,24.8,3.9,8.7,44.827586206896555,0.0,0.2,0.0,3.8,8.5,44.705882352941174,44.827586206896555,2.0,2.6,76.92307692307692,1.2,1.5,2.7,4.6,1.7,0.4,1.5,2.2,9.7,No Awards,1983-84
Alvan Adams,29.0,PHO,C,70.0,13.0,20.7,3.8,8.3,45.783132530120476,0.0,0.1,0.0,3.8,8.3,45.783132530120476,45.783132530120476,1.9,2.3,82.6086956521739,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6,No Awards,1983-84
Tom McMillen,31.0,WSB,C,62.0,5.0,20.9,3.6,7.2,50.0,0.0,0.1,0.0,3.6,7.1,50.70422535211267,50.0,2.0,2.5,80.0,1.0,2.2,3.2,1.2,0.2,0.3,1.1,2.6,9.2,No Awards,1983-84
Michael Cooper,27.0,LAL,SG,82.0,9.0,29.1,3.3,6.7,49.25373134328358,0.5,1.5,33.33333333333333,2.9,5.2,55.769230769230774,52.98507462686567,1.9,2.3,82.6086956521739,0.6,2.5,3.2,5.9,1.4,0.8,1.8,3.3,9.0,DPOY-4,1983-84
Paul Thompson,22.0,CLE,SF,82.0,10.0,21.1,3.8,8.1,46.913580246913575,0.1,0.5,20.0,3.7,7.6,48.684210526315795,47.53086419753087,1.4,1.8,77.77777777777777,1.5,2.3,3.8,1.5,0.9,0.5,0.9,2.3,9.0,No Awards,1983-84
John Bagley,23.0,CLE,PG,76.0,19.0,22.5,3.4,8.0,42.5,0.0,0.2,0.0,3.4,7.8,43.58974358974359,42.5,2.1,2.6,80.76923076923077,0.6,1.4,2.1,4.4,1.0,0.1,2.2,1.5,8.9,No Awards,1983-84
Louis Orr,25.0,NYK,SF,78.0,20.0,21.0,3.4,7.3,46.57534246575342,0.0,0.0,0.0,3.4,7.3,46.57534246575342,46.57534246575342,2.2,2.7,81.4814814814815,1.3,1.6,2.9,0.8,0.8,0.2,1.2,1.8,8.9,No Awards,1983-84
Darwin Cook,25.0,NJN,PG,82.0,31.0,22.8,3.7,8.4,44.047619047619044,0.1,0.6,16.666666666666668,3.6,7.8,46.15384615384615,44.64285714285714,1.2,1.5,80.0,0.6,1.3,1.9,4.3,2.0,0.4,1.7,2.2,8.7,No Awards,1983-84
Bobby Jones,32.0,PHI,PF,75.0,0.0,23.5,3.0,5.8,51.724137931034484,0.0,0.0,0.0,3.0,5.7,52.63157894736842,51.724137931034484,2.2,2.8,78.57142857142858,1.2,3.1,4.3,2.5,1.4,1.4,1.3,2.7,8.3,"DPOY-4,6MOY-3",1983-84
Paul Pressey,25.0,MIL,SG,81.0,18.0,21.4,3.4,6.5,52.307692307692314,0.0,0.1,0.0,3.4,6.4,53.125,52.307692307692314,1.5,2.5,60.0,1.3,2.2,3.5,3.1,1.1,0.6,1.9,3.0,8.3,No Awards,1983-84
Mike Evans,28.0,DEN,PG,78.0,5.0,21.6,3.1,7.2,43.05555555555556,0.4,1.1,36.36363636363637,2.7,6.1,44.26229508196722,45.833333333333336,1.4,1.7,82.35294117647058,0.3,1.5,1.8,3.7,0.8,0.1,1.5,2.2,8.1,No Awards,1983-84
Craig Hodges,23.0,SDC,SG,76.0,28.0,20.7,3.4,7.5,45.33333333333333,0.1,0.6,16.666666666666668,3.3,6.9,47.826086956521735,46.0,0.9,1.2,75.0,0.3,0.8,1.1,1.5,0.8,0.0,1.1,2.2,7.8,No Awards,1983-84
Jeff Wilkins,28.0,UTA,C,81.0,1.0,21.4,3.1,6.4,48.4375,0.0,0.0,0.0,3.1,6.4,48.4375,48.4375,1.7,2.2,77.27272727272727,1.3,4.3,5.6,0.9,0.3,0.5,1.3,2.5,7.8,No Awards,1983-84
Mike Gminski,24.0,NJN,C,82.0,2.0,20.2,2.9,5.6,51.78571428571429,0.0,0.0,0.0,2.9,5.6,51.78571428571429,51.78571428571429,1.8,2.2,81.81818181818181,2.0,3.3,5.3,1.1,0.5,0.9,1.5,2.0,7.6,No Awards,1983-84
Clint Richardson,27.0,PHI,SG,69.0,12.0,22.8,3.2,6.9,46.3768115942029,0.0,0.1,0.0,3.2,6.8,47.05882352941177,46.3768115942029,1.1,1.5,73.33333333333334,0.9,1.5,2.4,2.2,0.7,0.3,1.4,2.1,7.6,No Awards,1983-84
Cliff Levingston,23.0,DET,PF,80.0,24.0,21.8,2.9,5.5,52.72727272727272,0.0,0.0,0.0,2.9,5.4,53.703703703703695,52.72727272727272,1.6,2.3,69.56521739130436,2.9,3.9,6.8,1.4,0.6,1.0,1.0,3.5,7.3,No Awards,1983-84
Joe Meriweather,30.0,KCK,C,73.0,31.0,20.6,2.6,5.0,52.0,0.0,0.0,0.0,2.6,5.0,52.0,52.0,1.3,1.7,76.47058823529413,1.5,3.3,4.8,0.7,0.5,0.8,1.1,3.4,6.6,No Awards,1983-84
Rod Higgins,24.0,CHI,SF,78.0,6.0,20.2,2.5,5.5,45.45454545454545,0.0,0.3,0.0,2.5,5.3,47.16981132075472,45.45454545454545,1.4,2.0,70.0,1.1,1.5,2.6,1.5,0.6,0.4,1.0,2.1,6.4,No Awards,1983-84
Jeff Cook,27.0,CLE,C,81.0,21.0,24.1,2.3,4.8,47.916666666666664,0.0,0.0,0.0,2.3,4.8,47.916666666666664,47.916666666666664,1.2,1.6,74.99999999999999,2.1,3.8,6.0,1.5,0.8,0.6,1.1,3.5,5.8,No Awards,1983-84
Derek Harper,22.0,DAL,PG,82.0,1.0,20.9,2.4,5.5,43.63636363636363,0.0,0.3,0.0,2.4,5.2,46.15384615384615,43.63636363636363,0.8,1.2,66.66666666666667,0.6,1.5,2.1,2.9,1.2,0.3,1.4,1.7,5.7,No Awards,1983-84
Clemon Johnson,27.0,PHI,C,80.0,10.0,21.5,2.4,5.2,46.15384615384615,0.0,0.0,0.0,2.4,5.2,46.15384615384615,46.15384615384615,0.9,1.4,64.28571428571429,1.6,3.3,5.0,0.7,0.4,0.8,1.2,2.6,5.7,No Awards,1983-84
Rich Kelley,30.0,UTA,C,75.0,30.0,22.3,1.8,3.5,51.42857142857144,0.0,0.0,0.0,1.8,3.5,51.42857142857144,51.42857142857144,1.7,2.2,77.27272727272727,1.9,4.7,6.5,2.1,0.7,0.4,2.0,3.6,5.2,No Awards,1983-84
Kevin McHale,27.0,BOS,PF,79.0,31.0,33.6,7.7,13.4,57.46268656716418,0.0,0.1,0.0,7.7,13.4,57.46268656716418,57.46268656716418,4.5,5.9,76.27118644067797,2.9,6.1,9.0,1.8,0.4,1.5,2.0,3.0,19.8,6MOY-1,1984-85
Mike Woodson,26.0,KCK,SG,78.0,3.0,25.6,6.8,13.7,49.63503649635037,0.1,0.3,33.333333333333336,6.7,13.4,50.0,50.0,3.4,4.2,80.95238095238095,0.9,1.7,2.5,1.8,1.5,0.4,1.8,2.8,17.0,6MOY-6,1984-85
Cliff Robinson,24.0,WSB,PF,60.0,37.0,31.2,7.0,14.9,46.97986577181208,0.0,0.1,0.0,7.0,14.9,46.97986577181208,46.97986577181208,2.6,3.6,72.22222222222221,2.4,6.8,9.1,2.5,0.9,0.8,2.7,3.1,16.7,No Awards,1984-85
Quintin Dailey,24.0,CHI,SG,79.0,0.0,26.6,6.6,14.1,46.808510638297875,0.1,0.4,25.0,6.6,13.7,48.175182481751825,47.163120567375884,2.6,3.2,81.25,0.7,1.9,2.6,2.4,0.9,0.1,1.9,2.4,16.0,6MOY-6,1984-85
Junior Bridgeman,31.0,LAC,SF,80.0,15.0,25.5,5.8,12.4,46.774193548387096,0.2,0.5,40.0,5.6,11.9,47.05882352941176,47.58064516129032,2.3,2.6,88.46153846153845,0.7,2.2,2.9,2.1,0.6,0.2,1.5,1.6,13.9,No Awards,1984-85
Maurice Lucas,32.0,PHO,PF,63.0,22.0,26.5,5.5,11.5,47.82608695652174,0.0,0.1,0.0,5.5,11.5,47.82608695652174,47.82608695652174,2.4,3.2,74.99999999999999,2.2,6.7,8.8,2.3,0.6,0.3,2.4,2.9,13.4,No Awards,1984-85
Mickey Johnson,32.0,GSW,PF,66.0,9.0,23.7,4.6,10.8,42.59259259259259,0.1,0.5,20.0,4.5,10.4,43.26923076923077,43.05555555555555,3.9,4.8,81.25,2.3,3.7,6.0,2.3,1.1,0.5,2.2,3.3,13.3,No Awards,1984-85
Dan Issel,36.0,DEN,C,77.0,9.0,21.9,4.7,10.3,45.631067961165044,0.0,0.1,0.0,4.7,10.2,46.07843137254902,45.631067961165044,3.3,4.1,80.48780487804879,1.0,3.3,4.3,1.8,0.8,0.4,1.2,2.2,12.8,6MOY-2,1984-85
Vinnie Johnson,28.0,DET,SG,82.0,16.0,25.5,5.2,11.5,45.21739130434783,0.1,0.3,33.333333333333336,5.2,11.2,46.42857142857144,45.65217391304348,2.3,3.0,76.66666666666666,1.6,1.4,3.1,4.0,0.9,0.2,1.6,2.5,12.8,No Awards,1984-85
Otis Thorpe,22.0,KCK,PF,82.0,23.0,23.4,5.0,8.4,59.523809523809526,0.0,0.0,0.0,5.0,8.3,60.24096385542168,59.523809523809526,2.8,4.5,62.22222222222222,2.3,4.5,6.8,1.4,0.4,0.5,2.3,3.1,12.8,No Awards,1984-85
Louis Orr,26.0,NYK,PF,79.0,31.0,31.0,4.7,9.7,48.453608247422686,0.0,0.1,0.0,4.7,9.6,48.958333333333336,48.453608247422686,3.3,4.2,78.57142857142856,2.2,2.8,4.9,1.7,1.3,0.3,1.7,2.5,12.7,No Awards,1984-85
Johnny Davis,29.0,CLE,PG,76.0,30.0,25.3,4.4,10.4,42.30769230769231,0.2,0.6,33.333333333333336,4.3,9.8,43.877551020408156,43.26923076923077,3.4,3.9,87.17948717948718,0.5,1.1,1.6,5.6,0.6,0.1,2.0,1.8,12.4,No Awards,1984-85
Jerry Sichting,28.0,IND,PG,70.0,25.0,25.8,4.6,8.9,51.685393258426956,0.1,0.5,20.0,4.5,8.4,53.57142857142857,52.24719101123595,1.6,1.8,88.8888888888889,0.3,1.3,1.6,3.8,0.7,0.1,1.5,1.7,11.0,No Awards,1984-85
Bill Walton,32.0,LAC,C,67.0,37.0,24.6,4.0,7.7,51.94805194805194,0.0,0.0,0.0,4.0,7.7,51.94805194805194,51.94805194805194,2.1,3.0,70.0,2.5,6.4,9.0,2.3,0.7,2.1,2.6,2.7,10.1,No Awards,1984-85
Ricky Sobers,32.0,SEA,SG,71.0,12.0,21.0,3.9,8.8,44.31818181818181,0.1,0.4,25.0,3.8,8.5,44.705882352941174,44.88636363636363,1.9,2.3,82.6086956521739,0.4,1.1,1.5,3.5,0.7,0.1,2.2,2.2,9.9,No Awards,1984-85
Derek Harper,23.0,DAL,PG,82.0,1.0,27.0,4.0,7.7,51.94805194805194,0.3,0.7,42.85714285714286,3.8,7.0,54.285714285714285,53.896103896103895,1.4,1.9,73.68421052631578,0.6,1.9,2.4,4.4,1.8,0.5,1.5,2.4,9.6,No Awards,1984-85
Tim McCormick,22.0,SEA,C,78.0,27.0,20.3,3.4,6.2,54.83870967741935,0.0,0.0,0.0,3.4,6.2,54.83870967741935,54.83870967741935,2.4,3.4,70.58823529411765,1.9,3.2,5.1,1.0,0.2,0.4,1.5,2.7,9.3,No Awards,1984-85
Kevin Willis,22.0,ATL,PF,82.0,19.0,21.8,3.9,8.4,46.42857142857142,0.0,0.1,0.0,3.9,8.3,46.98795180722891,46.42857142857142,1.5,2.2,68.18181818181817,2.2,4.2,6.4,0.4,0.4,0.6,1.3,2.8,9.3,No Awards,1984-85
Alvin Robertson,22.0,SAS,SG,79.0,9.0,21.3,3.8,7.6,50.0,0.1,0.1,100.0,3.7,7.5,49.333333333333336,50.6578947368421,1.6,2.1,76.19047619047619,1.5,1.9,3.4,3.5,1.6,0.3,2.1,2.7,9.2,No Awards,1984-85
Tom McMillen,32.0,WSB,C,69.0,21.0,22.4,3.7,7.7,48.05194805194805,0.0,0.1,0.0,3.7,7.7,48.05194805194805,48.05194805194805,1.6,2.0,80.0,0.9,2.1,3.0,0.8,0.1,0.2,0.6,2.4,8.9,No Awards,1984-85
Kelvin Ransey,26.0,NJN,PG,81.0,29.0,20.9,3.7,8.1,45.67901234567901,0.0,0.1,0.0,3.7,7.9,46.835443037974684,45.67901234567901,1.5,1.8,83.33333333333333,0.5,1.1,1.6,4.4,1.1,0.1,1.4,1.7,8.9,No Awards,1984-85
Jay Humphries,22.0,PHO,SG,80.0,39.0,25.8,3.5,7.8,44.871794871794876,0.1,0.3,33.333333333333336,3.4,7.6,44.73684210526316,45.51282051282051,1.8,2.1,85.71428571428571,0.4,1.7,2.1,4.4,1.3,0.1,2.1,2.6,8.8,No Awards,1984-85
Robert Reid,29.0,HOU,SF,82.0,0.0,21.5,3.8,7.9,48.101265822784804,0.0,0.2,0.0,3.8,7.7,49.35064935064935,48.101265822784804,1.1,1.5,73.33333333333334,1.0,2.3,3.3,2.1,0.6,0.3,1.2,2.4,8.7,No Awards,1984-85
Michael Cooper,28.0,LAL,SG,82.0,20.0,26.7,3.4,7.2,47.22222222222222,0.4,1.5,26.666666666666668,2.9,5.7,50.87719298245613,50.0,1.4,1.6,87.49999999999999,0.7,2.4,3.1,5.2,1.1,0.6,1.9,2.5,8.6,"DPOY-4,6MOY-4",1984-85
Charles Jones,23.0,PHO,C,78.0,14.0,20.1,3.0,5.8,51.724137931034484,0.0,0.1,0.0,3.0,5.8,51.724137931034484,51.724137931034484,2.3,3.6,63.888888888888886,1.8,3.3,5.1,1.6,0.6,0.8,1.8,1.9,8.4,No Awards,1984-85
Bill Hanzlik,27.0,DEN,SF,80.0,1.0,20.9,2.8,6.5,43.07692307692307,0.0,0.2,0.0,2.7,6.3,42.85714285714286,43.07692307692307,2.3,3.0,76.66666666666666,1.1,1.5,2.6,2.6,1.1,0.3,1.4,3.6,7.8,No Awards,1984-85
Bobby Jones,33.0,PHI,PF,80.0,8.0,20.4,2.6,4.8,54.16666666666667,0.0,0.1,0.0,2.6,4.8,54.16666666666667,54.16666666666667,2.3,2.7,85.18518518518518,1.3,2.4,3.7,1.9,1.1,0.6,1.5,2.3,7.5,6MOY-6,1984-85
Ben Poquette,29.0,CLE,PF,79.0,6.0,21.0,2.7,5.8,46.55172413793104,0.0,0.2,0.0,2.6,5.6,46.42857142857144,46.55172413793104,1.4,1.7,82.35294117647058,1.9,4.1,6.0,1.0,0.6,0.7,0.9,2.8,6.7,No Awards,1984-85
Lonnie Shelton,29.0,CLE,PF,57.0,14.0,21.8,2.8,6.4,43.74999999999999,0.0,0.1,0.0,2.8,6.3,44.44444444444444,43.74999999999999,0.9,1.4,64.28571428571429,1.4,3.2,4.7,1.7,0.8,0.3,1.3,3.3,6.4,No Awards,1984-85
Paul Mokeski,28.0,MIL,C,79.0,6.0,20.1,2.6,5.4,48.148148148148145,0.0,0.0,0.0,2.6,5.4,48.148148148148145,48.148148148148145,1.0,1.5,66.66666666666666,1.4,3.8,5.2,1.3,0.4,0.4,1.1,3.4,6.2,No Awards,1984-85
Earl Cureton,27.0,DET,C,81.0,1.0,20.3,2.6,5.3,49.05660377358491,0.0,0.0,0.0,2.6,5.2,50.0,49.05660377358491,1.0,1.8,55.55555555555556,2.1,3.1,5.2,1.0,0.7,0.5,1.4,2.7,6.1,No Awards,1984-85
Dave Greenwood,27.0,CHI,PF,61.0,28.0,25.0,2.5,5.4,46.29629629629629,0.0,0.0,0.0,2.5,5.4,46.29629629629629,46.29629629629629,1.1,1.5,73.33333333333334,1.8,4.6,6.4,1.3,0.6,0.3,1.0,3.1,6.1,No Awards,1984-85
Kurt Nimphius,26.0,DAL,C,82.0,40.0,24.5,2.4,5.3,45.28301886792453,0.0,0.1,0.0,2.4,5.2,46.15384615384615,45.28301886792453,1.3,1.7,76.47058823529413,1.7,3.3,5.0,2.2,0.4,1.5,1.2,3.2,6.1,No Awards,1984-85
Marc Iavaroni,28.0,SAS,PF,57.0,33.0,20.7,2.6,5.7,45.614035087719294,0.0,0.1,0.0,2.6,5.6,46.42857142857144,45.614035087719294,1.4,2.1,66.66666666666666,1.5,3.4,4.8,2.0,0.5,0.6,1.8,3.4,6.7,No Awards,1984-85
Clint Richardson,28.0,PHI,SG,74.0,20.0,20.7,2.5,5.5,45.45454545454545,0.0,0.0,0.0,2.5,5.4,46.29629629629629,45.45454545454545,1.0,1.2,83.33333333333334,0.8,1.3,2.1,2.1,0.5,0.2,1.1,1.9,6.0,No Awards,1984-85
Eddie Johnson,26.0,SAC,SF,82.0,30.0,30.7,7.6,16.0,47.5,0.0,0.2,0.0,7.5,15.7,47.77070063694268,47.5,3.4,4.2,80.95238095238095,2.1,3.0,5.1,2.6,0.7,0.2,2.3,2.9,18.7,6MOY-3,1985-86
